direction,prize_topic,citation_topic,prize_domain,citation_domain,prize_paper_field,citation_paper_field,count,sample_prize_paper_id,sample_prize_paper_title,sample_citation_paper_id,sample_citation_paper_title
citation_paper_cites_prize_paper,Engineering,"Biochemistry, Genetics and Molecular Biology",Physical Sciences,Life Sciences,Engineering,"Biochemistry, Genetics and Molecular Biology",6921,W2116441099,The packing of α-helices: simple coiled-coils,W2924493367,Packing of apolar side chains enables accurate design of highly stable membrane proteins
citation_paper_cites_prize_paper,Environmental Science,Immunology and Microbiology,Physical Sciences,Life Sciences,Environmental Science,Immunology and Microbiology,4075,W2138270253,DNA sequencing with chain-terminating inhibitors,W2111099916,Genetic variability between isolates of human immunodeficiency virus (HIV) type 2 is comparable to the variability among HIV type 1.
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics","Biochemistry, Genetics and Molecular Biology",Life Sciences,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics","Biochemistry, Genetics and Molecular Biology",2076,W1205458192,Tissue fractionation studies. 6. Intracellular distribution patterns of enzymes in rat-liver tissue,W74350690,Characteristics of hepatic alanine-glyoxylate aminotransferase in different mammalian species
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Life Sciences,Agricultural and Biological Sciences,"Biochemistry, Genetics and Molecular Biology",8011,W2026519705,The origin and behavior of mutable loci in maize,W2067095822,The American cranberry: first insights into the whole genome of a species adapted to bog habitat
citation_paper_cites_prize_paper,Chemistry,Psychology,Physical Sciences,Social Sciences,Chemistry,Psychology,192,W2322067933,THE SYNTHESIS OF AN OCTAPEPTIDE AMIDE WITH THE HORMONAL ACTIVITY OF OXYTOCIN,W2086044671,Plasma oxytocin in human pregnancy and parturition
citation_paper_cites_prize_paper,Mathematics,Physics and Astronomy,Physical Sciences,Physical Sciences,Mathematics,Physics and Astronomy,1004,W2248814689,Fine Structure of the Hydrogen Atom by a Microwave Method,W3098922973,QED tests with highly charged ions
citation_paper_cites_prize_paper,Computer Science,Physics and Astronomy,Physical Sciences,Physical Sciences,Computer Science,Physics and Astronomy,1666,W1966533239,Demonstration of a Fundamental Quantum Logic Gate,W429190274,Semiconductor quantum optics
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Environmental Science,Life Sciences,Physical Sciences,Agricultural and Biological Sciences,Environmental Science,412,W2006788765,A gene complex controlling segmentation in Drosophila,W2590522030,Clustered brachiopod Hox genes are not expressed collinearly and are associated with lophotrochozoan novelties
citation_paper_cites_prize_paper,Neuroscience,Physics and Astronomy,Life Sciences,Physical Sciences,Neuroscience,Physics and Astronomy,3025,W1985940938,A quantitative description of membrane current and its application to conduction and excitation in nerve,W2326883828,Phase synchronization of bursting neurons in clustered small-world networks
citation_paper_cites_prize_paper,Medicine,Agricultural and Biological Sciences,Health Sciences,Life Sciences,Medicine,Agricultural and Biological Sciences,5035,W2011580247,Isolation and characterization of autophagy‐defective mutants of <i>Saccharomyces cerevisiae</i>,W2153013618,Developmentally Programmed Nuclear Destruction during Yeast Gametogenesis
citation_paper_cites_prize_paper,Medicine,Earth and Planetary Sciences,Health Sciences,Physical Sciences,Medicine,Earth and Planetary Sciences,295,W190540197,"On the Antibacterial Action of Cultures of a Penicillium, with Special Reference to Their Use in the Isolation of B. influenzae",W2343785976,"Melding the Old with the New: Trends in Methods Used to Identify, Monitor, and Control Microorganisms on Cultural Heritage Materials"
citation_paper_cites_prize_paper,Medicine,Chemistry,Health Sciences,Physical Sciences,Medicine,Chemistry,3632,W2020623316,Image Formation by Induced Local Interactions: Examples Employing Nuclear Magnetic Resonance,W2125236641,Introduction to Solid-State NMR
citation_paper_cites_prize_paper,Arts and Humanities,Engineering,Social Sciences,Physical Sciences,Arts and Humanities,Engineering,374,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W1975801873,Electron cloud in accelerators
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Medicine,Life Sciences,Health Sciences,Agricultural and Biological Sciences,Medicine,8204,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W2077551394,Adherence to the Sydney System guidelines increases the detection of<i>Helicobacter</i>gastritis and intestinal metaplasia in 400 738 sets of gastric biopsies
citation_paper_cites_prize_paper,Energy,"Biochemistry, Genetics and Molecular Biology",Physical Sciences,Life Sciences,Energy,"Biochemistry, Genetics and Molecular Biology",811,W2608873142,Propriétés magnétiques des ferrites ; ferrimagnétisme et antiferromagnétisme,W2598024137,Magnetizations in Rocks and Minerals
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Engineering,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Engineering,642,W2058179313,Stratospheric sink for chlorofluoromethanes: chlorine atom-catalysed destruction of ozone,W4248774292,Condensation heat transfer and pressure drop characteristics of R-600a in horizontal smooth and helically dimpled tubes
citation_paper_cites_prize_paper,Materials Science,Energy,Physical Sciences,Physical Sciences,Materials Science,Energy,2151,W2058122340,Electric Field Effect in Atomically Thin Carbon Films,W2114850834,Facile electrochemical co-deposition of a graphene–cobalt nanocomposite for highly efficient water oxidation in alkaline media: direct detection of underlying electron transfer reactions under catalytic turnover conditions
citation_paper_cites_prize_paper,Medicine,Arts and Humanities,Health Sciences,Social Sciences,Medicine,Arts and Humanities,306,W2092145002,Endothelium-derived relaxing factor produced and released from artery and vein is nitric oxide.,W2981888371,The Principles of Biomedical Scientific Writing: Title
citation_paper_cites_prize_paper,Environmental Science,Psychology,Physical Sciences,Social Sciences,Environmental Science,Psychology,495,W1999595872,Der Kumpan in der Umwelt des Vogels,W321495396,Verhaltensforschung und Psychiatrie
citation_paper_cites_prize_paper,Neuroscience,Psychology,Life Sciences,Social Sciences,Neuroscience,Psychology,1419,W1594551768,RECEPTIVE FIELDS AND FUNCTIONAL ARCHITECTURE IN TWO NONSTRIATE VISUAL AREAS (18 AND 19) OF THE CAT,W172971373,Visual Discriminations in the Cat
citation_paper_cites_prize_paper,Environmental Science,Materials Science,Physical Sciences,Physical Sciences,Environmental Science,Materials Science,1525,W2051995369,The constitution and fundamental properties of solids and liquids,W2915773021,Templating Interfacial Nanoparticle Assemblies via in Situ Techniques
citation_paper_cites_prize_paper,Materials Science,Medicine,Physical Sciences,Health Sciences,Materials Science,Medicine,525,W1985854865,A Three-Dimensional Model of the Myoglobin Molecule Obtained by X-Ray Analysis,W2079187843,Applications of the second virial coefficient: protein crystallization and solubility
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Physics and Astronomy,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Physics and Astronomy,2139,W1971991115,The influence of nitrogen oxides on the atmospheric ozone content,W2464735415,On the origin of pronounced O <sub>3</sub> gradients in the thunderstorm outflow region during DC3
citation_paper_cites_prize_paper,Chemistry,"Biochemistry, Genetics and Molecular Biology",Physical Sciences,Life Sciences,Chemistry,"Biochemistry, Genetics and Molecular Biology",9343,W2333363395,Spectrophotometric Study of the Reaction of Protein Sulfhydryl Groups with Organic Mercurials,W2003119884,"The oxidation of cysteine, glutathione and thioglycollate by iodate, bromate, persulphate and air"
citation_paper_cites_prize_paper,Unknown Nobel Field,Medicine,Unknown Domain,Health Sciences,,Medicine,194,W2260604921,"THE ACTION OF CERTAIN ESTERS AND ETHERS OF CHOLINE, AND THEIR RELATION TO MUSCARINE",W1514608706,The Autonomic Nervous System
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Nursing,Life Sciences,Health Sciences,"Biochemistry, Genetics and Molecular Biology",Nursing,1021,W2050643839,Allosteric proteins and cellular control systems,W4214852142,Adenyl Cyclase
citation_paper_cites_prize_paper,Chemistry,Chemical Engineering,Physical Sciences,Physical Sciences,Chemistry,Chemical Engineering,1540,W2073292063,Electrospray Ionization for Mass Spectrometry of Large Biomolecules,W3089026061,ORGANOMETALLIC GAS‐PHASE ION CHEMISTRY AND CATALYSIS: INSIGHTS INTO THE USE OF METAL CATALYSTS TO PROMOTE SELECTIVITY IN THE REACTIONS OF CARBOXYLIC ACIDS AND THEIR DERIVATIVES
citation_paper_cites_prize_paper,Nursing,Medicine,Health Sciences,Health Sciences,Nursing,Medicine,452,W2414829511,The disulphide bonds of insulin,W1599139003,Introduction—a perspective
citation_paper_cites_prize_paper,Energy,Engineering,Physical Sciences,Physical Sciences,Energy,Engineering,125,W2608873142,Propriétés magnétiques des ferrites ; ferrimagnétisme et antiferromagnétisme,W3150863119,Reversible magnetism switching of iron oxide nanoparticle dispersions by controlled agglomeration
citation_paper_cites_prize_paper,Medicine,Mathematics,Health Sciences,Physical Sciences,Medicine,Mathematics,186,W2004804713,"Representation of a Function by Its Line Integrals, with Some Radiological Applications",W1557991152,1 Linear Inverse Problems
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Health Professions,Life Sciences,Health Sciences,Agricultural and Biological Sciences,Health Professions,46,W2046171723,PLAQUE FORMATION AND ISOLATION OF PURE LINES WITH POLIOMYELITIS VIRUSES,W2087148669,A clinical and radiographic evaluation of cultivated and autotransplanted human teeth
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Neuroscience,Life Sciences,Life Sciences,Agricultural and Biological Sciences,Neuroscience,976,W2004771750,DNA related to the transforming gene(s) of avian sarcoma viruses is present in normal avian DNA,W4211093740,Regulation of NMDA Receptors by Kinases and Phosphatases
citation_paper_cites_prize_paper,Medicine,Computer Science,Health Sciences,Physical Sciences,Medicine,Computer Science,512,W2004804713,"Representation of a Function by Its Line Integrals, with Some Radiological Applications",W2283443652,Development of 3D Background Oriented Schlieren with a Plenoptic Camera
citation_paper_cites_prize_paper,Chemistry,Medicine,Physical Sciences,Health Sciences,Chemistry,Medicine,4129,W2322067933,THE SYNTHESIS OF AN OCTAPEPTIDE AMIDE WITH THE HORMONAL ACTIVITY OF OXYTOCIN,W2048753924,Chimie des Hormones neurohypophysaires
citation_paper_cites_prize_paper,Chemistry,Nursing,Physical Sciences,Health Sciences,Chemistry,Nursing,239,W1987712838,PHARMACOLOGY OF A NEW ADRENERGIC BETA-RECEPTOR-BLOCKING COMPOUND (NETHALIDE),W1965050281,The correlation of inhibition of uphill ion movements and initiation of contracture in intact rat myometrium with inhibition of Mg and Na + K-activated atpase in myometrial homogenates
citation_paper_cites_prize_paper,Physics and Astronomy,Mathematics,Physical Sciences,Physical Sciences,Physics and Astronomy,Mathematics,5439,W2002116790,Reciprocal Relations in Irreversible Processes. II.,W3033558452,Supplementary Variable Method for Developing Structure-Preserving Numerical Approximations to Thermodynamically Consistent Partial Differential Equations
citation_paper_cites_prize_paper,Physics and Astronomy,Arts and Humanities,Physical Sciences,Social Sciences,Physics and Astronomy,Arts and Humanities,1743,W3082095273,Sur la theorie du mouvement brownien,W3041256721,The concept of velocity in the history of Brownian motion -- From physics to mathematics and vice versa
citation_paper_cites_prize_paper,Immunology and Microbiology,Veterinary,Life Sciences,Health Sciences,Immunology and Microbiology,Veterinary,39,W2074949244,Definition and Antagonism of Histamine H2-receptors,W1984950230,Hypotension following cimetidine administration during cardiopulmonary bypass
citation_paper_cites_prize_paper,Materials Science,Mathematics,Physical Sciences,Physical Sciences,Materials Science,Mathematics,230,W1988619801,Metallic Phase with Long-Range Orientational Order and No Translational Symmetry,W3161239138,Tempered distributions with translation bounded measure as Fourier transform and the generalized Eberlein decomposition
citation_paper_cites_prize_paper,Energy,Materials Science,Physical Sciences,Physical Sciences,Energy,Materials Science,1213,W2608873142,Propriétés magnétiques des ferrites ; ferrimagnétisme et antiferromagnétisme,W2378245169,Tunable Magnetic Properties in CuCr2−x Fe x O4 Ceramics by Doping of Fe
citation_paper_cites_prize_paper,Nursing,Chemistry,Health Sciences,Physical Sciences,Nursing,Chemistry,194,W2414829511,The disulphide bonds of insulin,W7002981,Location of disulphide bridges by diagonal paper electrophoresis. The disulphide bridges of bovine chymotrypsinogen A.
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics",Medicine,Life Sciences,Health Sciences,"Pharmacology, Toxicology and Pharmaceutics",Medicine,1488,W1205458192,Tissue fractionation studies. 6. Intracellular distribution patterns of enzymes in rat-liver tissue,W1542632241,The Lipoxygenase of Reticulocytes
citation_paper_cites_prize_paper,Chemistry,Arts and Humanities,Physical Sciences,Social Sciences,Chemistry,Arts and Humanities,368,W1703910647,I. <i>On the constitution of atoms and molecules</i>,W1993961378,Conceptual Developments of 20th Century Field Theories
